VigenciaPPA,MacroObjetivo,UnidadeOrcamentaria,AreaDescricao,Programa,ProgramaResumo,TipoProgramaDescricao,DenominacaoPrograma,JustificativaPrograma,Funcao,Subfuncao,DescricaoAcao,TipoAcao,FinalidadeAcao,DescricaoDetalheAcao,ProdutoDaAcao,UnidadeMedida,RepresentacaoUnidade,FinalidadePadronizada,ModoExecucaoPadronizado,ProdutoPadronizado
2024 - 2027,Gestão Estratégica,Contabilidade Geral do Estado,Área Econômica,MODERNIZAR A CONTABILIDADE GERAL DO ESTADO,MODERNIZAR A CONTABILIDADE GERAL DO ESTADO,Finalístico,"Promover a modernização da Contabilidade Geral do Estado através da integração do SIGEF com os demais sistemas do Estado, buscando capacitar e aperfeiçoar o capital humano da COGES, bem como potencializar a eficiência nos mecanismos de controles e transparência das informações contábeis.","Planejar, coordenar, supervisionar e controlar as atividades contábeis, bem como acompanhar, centralizar e divulgar os resultados da gestão contábil e fiscal do Estado;  Elaborar e disponibilizar informações contábeis, fiscais e gerenciais, incluídos os indicadores constitucionais e legais que subsidiem a tomada de decisão e permitam eficácia e efetividade à Administração Pública Estadual;  ",Administração,Tecnologia da Informação,"MANTER, DESENVOLVER E PROMOVER INTEGRAÇÕES DO SISTEMA DE CONTABILIDADE DO ESTADO (SIGEF)",Atividade,"Serviços especializados de Tecnologia da Informação e assessoria técnica para adequação do Sistema Integrado de Planejamento e Gestão Financeira - SIGEF a Administração Pública do Estado do Rondônia, mediante a realização de atividades de customizações, integrações, sustentação, evolução, treinamento e adaptações.","Todos os serviços são executados, sob demanda, mediante ordem de serviços.",Relatórios financeiros,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,IMPLEMENTAR PROJETO DE INCENTIVO AO REFLORESTAMENTO,Atividade,"Gerenciar a recuperação florestal de áreas degradadas e o reflorestamento, visando a manutenção e o aumento da biodiversidade, a estabilidade dos ecossistemas e a redução da pressão em florestas nativas.","Realização de Vistorias Técnicas, Monitoramentos, Execução de Diagnósticos de Microbacias e Orientações Técnicas, bem como, o apoio às Ações de Recuperação por meio de doação de mudas, aquisição e repasse de insumos, materiais, contratação de serviços e repasse de recursos.", Áreas reflorestadas no estado de Rondônia.,Hectare,ha,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Administração Geral,PROMOVER A GESTÃO SOCIOAMBIENTAL SUSTENTÁVEL ,Atividade,"Aquisição de materiais, bens e contratação de serviços como parte da estratégia sustentável, desenvolvimento social e conservação ambiental.","Compra de materiais, bens e/ou serviços a partir da demanda das unidades da secretaria.","Aquisições de bens, contratação de serviços e aquisições de materiais.",Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,PROMOVER A REGULARIZAÇÃO AMBIENTAL DOS IMÓVEIS RURAIS,Atividade,"Promover a regularização ambiental de imóveis rurais, integrando as informações ambientais das propriedades e posses rurais, compondo base de dados para controle, monitoramento, planejamento ambiental e econômico e combate ao desmatamento, bem como, incentivar a recuperação de áreas degradadas em Áreas de Preservação Permanente e Reservas Legais.","Desenvolvimento e Manutenção de Sistemas para cadastro e análise dos Cadastros Ambientais Rurais e adesão ao Programa de Regularização Ambiental, manutenção de equipe técnica para análise e execução de atividades de campo em diversas modalidades (vistorias, mutirões, intercâmbios, eventos).",Número de Imóveis Rurais Regularizados Ambientalmente.,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,"REALIZAR CONSTRUÇÕES, AMPLIAÇÕES E REFORMAS DAS SEDES DA SEDAM",Projeto,"Promover Construções, Ampliações e Reformas das Bases de Unidades de Conservação Estaduais e das Sedes da SEDAM.","Deflagar procedimentos licitatórios para contratação de empresas especializadas em construções, ampliações e reformas. Acompanhar e fiscalizar os contratos que tem como objeto as construções e afins.","Unidades construídas, ampliadas e reformadas.",Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,IMPLEMENTAR A POLÍTICA DE RESÍDUOS SÓLIDOS,Atividade,Promover o desenvolvimento da Política Estadual de Resíduos Sólidos.,"Realização de diagnóstico das áreas de lixões, avaliação da etapa de desativação dos lixões, orientação aos gestores municipais para o gerenciamento ambientalmente adequado dos resíduos sólidos e promoção de capacitação técnica continuada em resíduos sólidos gerenciamento de áreas contaminadas dos atores envolvidos.",Municípios com a Política de Resíduos Sólidos implementada.,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,"PROMOVER A INOVAÇÃO NA GESTÃO, GOVERNANÇA E SOLUÇÕES TECNOLÓGICAS",Atividade,Implementar e aprimorar as atividades executadas pela SEDAM que envolvam soluções e governança de Tecnologia da Informação a fim de tornar os serviços mais práticos aos servidores e mais acessíveis ao público.,"Visitas técnicas e contratos para aquisição de equipamentos, materiais de consumo, softwares e serviços relacionados a Tecnologia da Informação.","Entregas de softwares, materiais e equipamentos adquiridos, aquisição e/ou manutenção de contratos, treinamentos e capacitação da equipe.",Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Secretaria de Estado de Desenvolvimento Ambiental,Área Ambiental,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,DESENVOLVIMENTO AMBIENTAL SUSTENTÁVEL,Finalístico,"A sustentabilidade ambiental busca o equilíbrio entre o progresso da sociedade, conservação do meio ambiente e o desenvolvimento da economia.","Desenvolver e suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações. Além de promover a utilização de ferramentas e estratégias eficazes para minimizar os impactos negativos que o crescimento e o desenvolvimento da sociedade podem causar à natureza.",Gestão Ambiental,Preservação e Conservação Ambiental,PROMOVER A DESCENTRALIZAÇÃO AMBIENTAL PARA OS MUNICÍPIOS,Atividade,Transferência de procedimentos através de treinamentos aos municípios requerentes para que possam realizar atividades de licenciamento ambiental de impacto local.,"Colaborar na revisão ou elaboração da legislação ambiental municipal, realizar treinamentos sobre o licenciamento ambiental, dirimir conflitos de procedimentos aplicados pela Sedam e pelo município.  ",Número de municípios assistidos com temáticas relacionadas a descentralização ambiental. ,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Fundo Especial de Proteção Ambiental,Área Ambiental,GESTÃO INTEGRADA DAS UNIDADES DE CONSERVAÇÃO ESTADUAIS,GESTÃO INTEGRADA DAS UNIDADES DE CONSERVAÇÃO ESTADUAIS,Finalístico,"Implementar ações visando integrar a gestão das Unidades de Conservação sob responsabilidade do Estado de Rondônia, de modo que possa garantir a preservação dos recursos naturais.","Conservar os limites definidos das Unidades de Conservação Estaduais conforme SNUC, Lei nº 9.985 de 2000 e SEUC, Lei ordinária nº 1.144 de 2002, sob regime especial de administração, ao qual se aplicam garantias adequadas de proteção. Aprimorando a implementação do que prevê a legislação nas atividades de gestão das Unidades de Conservação estaduais, tão necessária para garantir a conservação da natureza, diversidade biológica, preservação e a restauração da diversidade de ecossistemas naturais, proteção dos recursos naturais, preservação dos Povos e Comunidades Tradicionais, promoção do desenvolvimento sustentável, educação ambiental e conscientização, além do cumprimento de compromissos internacionais.",Gestão Ambiental,Preservação e Conservação Ambiental,PROMOVER A PESQUISA E GESTÃO DA BIODIVERSIDADE DAS UNIDADES DE CONSERVAÇÃO,Atividade," Conhecer sobre diversos ecossistemas, os saberes tradicionais e as relações sociais associadas às Unidades de Conservação, oriundos das pesquisas realizadas.","Desenvolver, executar e viabilizar pesquisas estratégicas visando o suporte de informações para gestão das Unidades de Conservação estaduais, através de aporte financeiro, portarias, autorizações e outros. ",Número de estudos realizados.,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Meio Ambiente e Desenvolvimento Territorial,Fundo Especial de Proteção Ambiental,Área Ambiental,GESTÃO INTEGRADA DAS UNIDADES DE CONSERVAÇÃO ESTADUAIS,GESTÃO INTEGRADA DAS UNIDADES DE CONSERVAÇÃO ESTADUAIS,Finalístico,"Implementar ações visando integrar a gestão das Unidades de Conservação sob responsabilidade do Estado de Rondônia, de modo que possa garantir a preservação dos recursos naturais.","Conservar os limites definidos das Unidades de Conservação Estaduais conforme SNUC, Lei nº 9.985 de 2000 e SEUC, Lei ordinária nº 1.144 de 2002, sob regime especial de administração, ao qual se aplicam garantias adequadas de proteção. Aprimorando a implementação do que prevê a legislação nas atividades de gestão das Unidades de Conservação estaduais, tão necessária para garantir a conservação da natureza, diversidade biológica, preservação e a restauração da diversidade de ecossistemas naturais, proteção dos recursos naturais, preservação dos Povos e Comunidades Tradicionais, promoção do desenvolvimento sustentável, educação ambiental e conscientização, além do cumprimento de compromissos internacionais.",Gestão Ambiental,Preservação e Conservação Ambiental,PROMOVER A SOCIOBIOECONOMIA DOS POVOS E COMUNIDADES TRADICIONAIS DAS UNIDADES DE CONSERVAÇÃO,Atividade,Salvaguardar a cultura das comunidades tradicionais presentes nas unidades de conservação de uso sustentável.,"Fortalecer o fomento de projetos sustentáveis nas Unidades de Conservação estaduais, mediante capacitação, aquisições de equipamentos e outros.",Número de cadeias produtivas e sistemas agroflorestais (SAF’s) implementados.,Unidade,Un,NULL,NULL,NULL
